"";"M020_kode3";"Norge_area";"Lavalpin sone (LA)";"Mellom_Nordbor";"Boreonem_sørbor";"Over_svakt_klart (OC-O1_O2)";"Sterkt oseanisk seksjon (O3)";"Svakt kontinental seksjon (C1)";"Lavalpin sone (LA)_Over_svakt_klart (OC-O1_O2)";"Mellom_Nordbor_Sterkt oseanisk seksjon (O3)";"Mellom_Nordbor_Over_svakt_klart (OC-O1_O2)";"Lavalpin sone (LA)_Svakt kontinental seksjon (C1)";"Boreonem_sørbor_Over_svakt_klart (OC-O1_O2)";"Boreonem_sørbor_Sterkt oseanisk seksjon (O3)";"Mellom_Nordbor_Svakt kontinental seksjon (C1)"
"22";"NiN-3.0-T-C-PE-NA-MB-TA04-M020-01/02";1055029863,46711;951065790,914067;39298332,0403413;NA;744523616,707617;NA;271556043,478261;699223433,962264;NA;38787875,7225434;239013386,454183;NA;NA;NA
"23";"NiN-3.0-T-C-PE-NA-MB-TA04-M020-03";674598791,890774;620270169,677066;12384928,8854409;NA;683625906,633907;NA;NA;666298716,981132;NA;12224057,8034682;NA;NA;NA;NA
"24";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-01";69874768398,8415;3333157525,99891;41429254323,7652;26981146820,8092;62089635415,2334;3674324210,52632;4331750260,86957;805070301,886793;743251369,863014;37934307378,6127;2057467729,08367;24223543545,4545;2854618016,87764;2629680319,14894
"25";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-01/02/05";157260997,103848;NA;118609511,24903;40848554,9132948;144632061,425061;NA;12324782,6086957;NA;NA;102964179,190751;NA;41478670,4545455;NA;16252659,5744681
"26";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-01/04";7895519768,30782;1906445320,19704;3806222086,88906;2219889017,34104;4809200208,84521;44578947,368421;2634216869,56522;17072075,4716981;NA;2699636150,28902;1505495059,76096;2206060943,18182;43236814,3459916;1218136835,10638
"27";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-02";17202026880,4303;494263601,532567;11475112955,7797;5581914450,86705;16262144142,5061;911957894,736842;243414456,521739;391926075,471698;484278767,123288;10741890794,7977;103054183,266932;5198293772,72727;422485443,037975;166589760,638298
"28";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-03";4544818585,02276;494263601,532567;3415620483,579;605424277,456647;4464931702,7027;NA;117701673,913043;508991735,849057;NA;3257711404,62428;16271713,1474104;614763340,909091;NA;130833909,574468
"29";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-04";1726963214,729;343736836,343733;941969110,421515;448522543,352601;1350062943,48894;NA;334617847,826087;NA;NA;902699653,179191;273726374,501992;455441295,454545;NA;31150930,8510638
"30";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-05";58155068,266446;NA;33344039,3069563;27052023,1213873;58933267,8132678;NA;NA;NA;NA;32910924,8554913;NA;27469318,1818182;NA;NA
"31";"NiN-3.0-T-C-PE-NA-MB-TB01-M020-06";14538767,0666115;NA;NA;16231213,8728324;14733316,953317;NA;NA;NA;NA;NA;NA;16481590,9090909;NA;NA
"32";"NiN-3.0-T-C-PE-NA-MB-TC01-M020-01";28592908,564336;NA;NA;31921387,283237;28975523,3415233;NA;NA;NA;NA;NA;NA;32413795,4545455;NA;NA
"33";"NiN-3.0-T-C-PE-NA-MB-TC02-M020-04";24231278,4443525;NA;23817170,9335402;NA;24555528,2555283;NA;NA;NA;NA;23507803,4682081;NA;NA;NA;NA
"34";"NiN-3.0-T-C-PE-NA-MB-TC03-M020-04/05";21323525,0310302;NA;20959110,4215154;NA;21608864,8648649;NA;NA;NA;NA;20686867,0520231;NA;NA;NA;NA
"35";"NiN-3.0-T-C-PE-NA-MB-TC03-M020-04/05/09";8480947,45552338;NA;8336009,82673907;NA;8594434,88943489;NA;NA;NA;NA;8227731,21387283;NA;NA;NA;NA
"36";"NiN-3.0-T-C-PE-NA-MB-TC05-M020-01";47250992,9664874;NA;25008029,4802172;24346820,8092486;47883280,0982801;NA;NA;NA;NA;24683193,6416185;NA;24722386,3636364;NA;NA
"37";"NiN-3.0-T-C-PE-NA-MB-TC05-M020-01/03";9692511,377741;NA;9526868,37341608;NA;9822211,3022113;NA;NA;NA;NA;9403121,38728324;NA;NA;NA;NA
"38";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-01";3143281439,80141;1892141871,92118;1065103884,14792;44906358,3815029;3007315545,45455;92978947,3684211;73948695,6521739;1944753283,01887;82871232,8767123;976044000;65086852,5896414;33237875;11118037,9746835;NA
"39";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-01/02";2488794609,01945;1774081663,92994;585187889,837083;NA;2320742975,42998;147747368,421053;49299130,4347826;1847198566,03774;150204109,589041;441241471,098266;43391235,059761;NA;NA;NA
"40";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-02";1711455196,52462;1041200218,93815;568515870,183605;24346820,8092486;1596846002,457;49673684,2105263;74975760,8695652;1029446150,9434;50499657,5342466;515291052,023121;65990836,6533865;24722386,3636364;NA;NA
"41";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-03";352565101,365329;238390804,597701;96459542,2808379;NA;357282936,117936;NA;NA;256081132,075472;NA;95206604,0462428;NA;NA;NA;NA
"42";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-04";413143297,47621;305367268,746579;85741815,3607448;NA;396571781,326781;22926315,7894737;NA;328027735,849057;23307534,2465753;63471069,3641619;NA;NA;NA;NA
"43";"NiN-3.0-T-C-PE-NA-MB-TC08-M020-05";90867294,1663219;85139573,0706076;NA;NA;92083230,958231;NA;NA;91457547,1698113;NA;NA;NA;NA;NA;NA
"44";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-01/04";41193173,3553993;38596606,4586754;NA;NA;41744398,034398;NA;NA;41460754,7169811;NA;NA;NA;NA;NA;NA
"45";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-02/05";24231278,4443525;22703886,152162;NA;NA;24555528,2555283;NA;NA;24388679,245283;NA;NA;NA;NA;NA;NA
"46";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-04";162349565,577162;95356321,8390805;59542927,3338505;NA;144877616,707617;20378947,3684211;NA;102432452,830189;20717808,2191781;39963265,8959538;NA;NA;NA;NA
"47";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-05";33923789,8220935;22703886,152162;9526868,37341608;NA;34377739,5577396;NA;NA;24388679,245283;NA;9403121,38728324;NA;NA;NA;NA
"48";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-06";24231278,4443525;NA;23817170,9335402;NA;24555528,2555283;NA;NA;NA;NA;23507803,4682081;NA;NA;NA;NA
"49";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-07";2085828448,48986;1006236234,26382;823121427,46315;194774566,473988;1847312390,66339;276389473,684211;NA;1080906264,15094;224011301,369863;609087187,861272;NA;137346590,909091;54354852,3206751;NA
"50";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-07/08";676779606,950765;364397372,7422;240791598,138092;47882080,9248555;628867078,624079;59098947,3684211;NA;391438301,886792;53089383,5616438;189472895,953757;NA;41203977,2727273;6670822,78481013;NA
"51";"NiN-3.0-T-C-PE-NA-MB-TD01-M020-08";726453727,761688;181631089,217296;460385914,145332;71687861,2716763;711619208,845209;25473684,2105263;NA;195109433,962264;NA;454405841,040462;NA;45324375;24706751,0548523;NA
"52";"NiN-3.0-T-C-PE-NA-MB-TD03-M020-01";85051787,3396773;NA;59781099,0431859;27052023,1213873;73666584,7665848;12991578,9473684;NA;NA;13207602,739726;47015606,9364162;NA;27469318,1818182;NA;NA
"53";"NiN-3.0-T-C-PE-NA-MB-TD03-M020-02";258063115,432354;22703886,152162;229835699,508663;NA;220999754,299754;42031578,9473684;NA;24388679,245283;42730479,4520548;188062427,745665;NA;NA;NA;NA
"54";"NiN-3.0-T-C-PE-NA-MB-TD03-M020-03";123579520,066198;18163108,9217296;102413835,014223;NA;101905442,260442;24200000;NA;19510943,3962264;24602397,260274;78751141,6184971;NA;NA;NA;NA
"55";"NiN-3.0-T-C-PE-NA-MB-TD04-M020-01/03";24231278,4443525;22703886,152162;NA;NA;24555528,2555283;NA;NA;24388679,245283;NA;NA;NA;NA;NA;NA
"56";"NiN-3.0-T-C-PE-NA-MB-TD06-M020-01/02";3569509627,63757;2083989709,90695;1264691776,57099;65465895,9537572;3194919781,32678;197421052,631579;194115326,086957;2026455358,49057;200703767,123288;1048448034,68208;157293227,091633;66475750;NA;20315824,4680851
"57";"NiN-3.0-T-C-PE-NA-MB-TD06-M020-03";287867587,918908;165284291,187739;109558986,294285;NA;291719675,675676;NA;NA;177549584,90566;NA;108135895,953757;NA;NA;NA;NA
"58";"NiN-3.0-T-C-PE-NA-MB-TE01-M020-02/04";16961894,9110468;NA;16672019,6534781;NA;17188869,7788698;NA;NA;NA;NA;16455462,4277457;NA;NA;NA;NA
"59";"NiN-3.0-T-C-PE-NA-MB-TE02-M020-01/02";14538767,0666115;NA;NA;16231213,8728324;NA;15284210,5263158;NA;NA;NA;NA;NA;NA;14824050,6329114;NA
"60";"NiN-3.0-T-C-PE-NA-MB-TE03-M020-01/02";122852581,712867;55624521,0727969;62400987,8458754;NA;104115439,80344;NA;17049282,6086957;59752264,1509434;NA;42078968,2080925;NA;NA;NA;22482845,7446809
"61";"NiN-3.0-T-C-PE-NA-MB-TE04-M020-01";21808150,5999173;20433497,5369458;NA;NA;22099975,4299754;NA;NA;21949811,3207547;NA;NA;NA;NA;NA;NA
"62";"NiN-3.0-T-C-PE-NA-MB-TE05-M020-01/02";436163011,998345;382560481,66393;13099444,0134471;16231213,8728324;413760651,105651;NA;23622500;396316037,735849;NA;NA;10847808,7649402;16481590,9090909;NA;14898271,2765957
"63";"NiN-3.0-T-C-PE-NA-MB-TE05-M020-02/03";21808150,5999173;20433497,5369458;NA;NA;22099975,4299754;NA;NA;21949811,3207547;NA;NA;NA;NA;NA;NA
"64";"NiN-3.0-T-C-PE-NA-MB-TE09-M020-01/02";48462556,888705;45407772,304324;NA;NA;NA;NA;41082608,6956522;NA;NA;NA;36159362,5498008;NA;NA;NA
"65";"NiN-3.0-T-C-PE-NA-MB-TF01-M020-02";35135353,7443111;NA;34534897,8536333;NA;35605515,970516;NA;NA;NA;NA;34086315,0289017;NA;NA;NA;NA
"66";"NiN-3.0-T-C-PE-NA-MB-TF02-M020-01";170830513,032685;NA;113131561,934316;62219653,1791908;173116474,201474;NA;NA;NA;NA;111662066,473988;NA;63179431,8181818;NA;NA
"67";"NiN-3.0-T-C-PE-NA-MB-TG01-M020-04/05/10/11";35135353,7443111;NA;34534897,8536333;NA;35605515,970516;NA;NA;NA;NA;34086315,0289017;NA;NA;NA;NA
"68";"NiN-3.0-T-C-PE-NA-MB-TG01-M020-06/08";3293999991,72528;2573258456,48604;538268063,098009;NA;3221439751,84275;40757894,7368421;64705108,6956522;2687388566,03774;41435616,4383562;493663872,83237;56950996,0159363;NA;NA;NA
"69";"NiN-3.0-T-C-PE-NA-MB-TG01-M020-07/08";493106516,342573;443860974,274767;19053736,7468322;NA;499705000;NA;NA;476798679,245283;NA;18806242,7745665;NA;NA;NA;NA
"70";"NiN-3.0-T-C-PE-NA-MB-TG01-M020-08";7239336748,03475;5117682977,55884;1710072873,02819;41930635,8381503;7105387656,01966;73873684,2105263;133518478,26087;5360875584,90566;75102054,7945205;1598530635,83815;101246215,139442;42577443,1818182;NA;24378989,3617021
"71";"NiN-3.0-T-C-PE-NA-MB-TG01-M020-12";900918932,561026;823696989,600438;21435453,8401862;NA;912974540,540541;NA;NA;884821283,018868;NA;21157023,1213873;NA;NA;NA;NA
"72";"NiN-3.0-T-C-PE-NA-MB-TH01-M020-01";1503793140,25652;18163108,9217296;1313755148,69408;165017341,040462;1404821771,49877;123547368,421053;NA;19510943,3962264;112653082,191781;1194431494,21965;NA;153828181,818182;12353375,5274262;NA
"73";"NiN-3.0-T-C-PE-NA-MB-TH01-M020-02";623470794,37319;9081554,46086481;584235202,999741;21641618,4971098;607503769,041769;25218947,3684211;NA;9755471,69811321;25638287,6712329;553373693,641618;NA;21975454,5454545;NA;NA
"74";"NiN-3.0-T-C-PE-NA-MB-TH01-M020-03";38770045,510964;NA;38107473,4936643;NA;39288845,2088452;NA;NA;NA;NA;37612485,5491329;NA;NA;NA;NA
"75";"NiN-3.0-T-C-PE-NA-MB-TH01-M020-04";4317286880,43029;226130706,075534;3390136110,68011;699835838,150289;4092424339,06634;270275789,473684;18487173,9130435;220961433,962264;256641849,315068;3113138413,2948;16271713,1474104;691402738,636364;17294725,7383966;NA
"76";"NiN-3.0-T-C-PE-NA-MB-TH01-M020-05";505949093,91808;NA;459195055,598655;43283236,9942197;512719429,97543;NA;NA;NA;NA;453230450,867052;NA;43950909,0909091;NA;NA
"77";"NiN-3.0-T-C-PE-NA-MB-TK01-M020-01/04";589304691,766653;NA;253652870,442203;369801156,069364;318485201,474202;271294736,842105;14378913,0434783;NA;NA;233902644,508671;NA;82957340,9090909;263126898,734177;18961436,1702128
"78";"NiN-3.0-T-C-PE-NA-MB-TK01-M020-02/03/05/06";358622920,976417;63570881,2260536;273897465,735712;13526011,5606936;345005171,990172;19105263,1578947;NA;68288301,8867925;19422945,2054795;252708887,283237;NA;13734659,0909091;NA;NA
"79";"NiN-3.0-T-C-PE-NA-MB-TK01-M020-02/05";1236037513,44642;52218938,1499726;830028407,033876;374941040,462428;1018072201,4742;243273684,210526;NA;56093962,2641509;49204794,5205479;774582124,277457;NA;170584465,909091;189006645,56962;NA
"80";"NiN-3.0-T-C-PE-NA-MB-TK01-M020-04";195061791,477038;NA;103604693,5609;100092485,549133;106816547,911548;94252631,5789474;NA;NA;25897260,2739726;78751141,6184971;NA;27469318,1818182;66708227,8481013;NA
"81";"NiN-3.0-T-C-PE-NA-MB-TK01-M020-05";1108096363,26024;12487137,3836891;814547245,927075;297031213,872832;702288108,108108;436364210,526316;NA;13413773,5849057;201998630,136986;620606011,560694;NA;45324375;230513987,341772;NA
